station_name,timestamp,pm25_value
"North Campus, DU, Delhi - IMD",2026-09-08T14:30:00Z,44.0
"ITO, New Delhi - CPCB",2026-09-08T14:30:00Z,28.0
"Sector - 62, Noida, UP - IMD",2026-09-08T14:30:00Z,53.0
"NSIT Dwarka, Delhi - CPCB",2026-09-08T14:30:00Z,22.1
"DTU, New Delhi - CPCB",2026-09-08T14:30:00Z,38.0
"Shadipur, Delhi - CPCB",2026-09-08T14:30:00Z,40.8
"R K Puram, Delhi - DPCC",2026-09-08T14:30:00Z,81.0
"Lodhi Road, New Delhi - IMD",2026-09-08T14:30:00Z,38.6
"IGI Airport (T3), Delhi - IMD",2026-09-08T14:30:00Z,36.52
"Vasundhara, Ghaziabad - UPPCB",2026-09-08T14:30:00Z,38.0
"Pusa, Delhi - DPCC",2026-09-08T14:30:00Z,57.0
"Mandir Marg, New Delhi - DPCC",2026-09-08T14:30:00Z,19.0
"IHBAS, Dilshad Garden,New Delhi - CPCB",2026-09-08T14:30:00Z,53.1
"Indirapuram, Ghaziabad - UPPCB",2026-09-08T14:30:00Z,49.0
"Major Dhyan Chand National Stadium, Delhi - DPCC",2026-09-08T14:30:00Z,20.0
"Dwarka-Sector 8, Delhi - DPCC",2026-09-08T14:30:00Z,34.0
"Alipur, Delhi - DPCC",2026-09-08T14:30:00Z,28.0
"Dr. Karni Singh Shooting Range, Delhi - DPCC",2026-09-08T14:30:00Z,36.0
"Arya Nagar, Bahadurgarh - HSPCB",2026-09-08T14:30:00Z,27.2
"CRRI Mathura Road, New Delhi - IMD",2026-09-08T14:30:00Z,57.24
"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",2026-09-08T14:30:00Z,70.0
"Amity University, Panchgaon - IITM",2026-09-08T14:30:00Z,0.8
"Ashok Vihar, Delhi - DPCC",2026-09-08T14:30:00Z,45.0
"Narela, Delhi - DPCC",2026-09-08T14:30:00Z,39.0
"Sector-1, Noida - UPPCB",2026-09-08T14:30:00Z,40.0
"Knowledge Park - III, Greater Noida - UPPCB",2026-09-08T14:30:00Z,72.0
"Nathu Colony, Ballabgarh - HSPCB",2026-09-08T14:30:00Z,72.19
"Wazirpur, Delhi - DPCC",2026-09-08T14:30:00Z,40.0
"Sri Aurobindo Marg, Delhi - DPCC",2026-09-08T14:30:00Z,42.0
"Patparganj, Delhi - DPCC",2026-09-08T14:30:00Z,30.0
"Knowledge Park - V, Greater Noida - UPPCB",2026-09-08T14:30:00Z,46.0
"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-09-08T14:30:00Z,40.0
"Sector-2 IMT, Manesar - HSPCB",2026-09-08T14:30:00Z,83.9
"Jahangirpuri, Delhi - DPCC",2026-09-08T14:30:00Z,50.0
"Loni, Ghaziabad - UPPCB",2026-09-08T14:30:00Z,62.0
"Mundka, Delhi - DPCC",2026-09-08T14:30:00Z,33.0
"Sector-116, Noida - UPPCB",2026-09-08T14:30:00Z,63.0
"Sonia Vihar, Delhi - DPCC",2026-09-08T14:30:00Z,46.0
"New Industrial Town, Faridabad - HSPCB",2026-09-08T14:30:00Z,36.1
"Sanjay Nagar, Ghaziabad - UPPCB",2026-09-08T14:30:00Z,52.0
"Sector 11, Faridabad - HSPCB",2026-09-08T14:30:00Z,136.7
"Teri Gram, Gurugram - HSPCB",2026-09-08T14:30:00Z,35.08
"Rohini, Delhi - DPCC",2026-09-08T14:30:00Z,59.0
"Sector-51, Gurugram - HSPCB",2026-09-08T14:30:00Z,30.3
"Sector 30, Faridabad - HSPCB",2026-09-08T14:30:00Z,62.16
"Najafgarh, Delhi - DPCC",2026-09-08T14:30:00Z,23.0
"Bawana, Delhi - DPCC",2026-09-08T14:30:00Z,104.0
"Chandni Chowk, Delhi - IITM",2026-09-08T14:30:00Z,31.2
"NISE Gwal Pahari, Gurugram - IMD",2026-09-08T14:30:00Z,46.26
"Okhla Phase-2, Delhi - DPCC",2026-09-08T14:30:00Z,45.0
"Nehru Nagar, Delhi - DPCC",2026-09-08T14:30:00Z,201.0
NASA GSFC Rutgers Calib. N8,2026-09-08T14:57:08Z,19.25
NASA GSFC Rutgers Calib. N8,2026-09-08T16:06:57Z,17.8
New Delhi,2026-09-08T16:30:00Z,53.0
New Delhi,2026-09-08T18:30:00Z,47.0
NASA GSFC Rutgers Calib. N8,2026-09-08T19:01:49Z,18.63
New Delhi,2026-09-08T19:30:00Z,48.0
New Delhi,2026-09-08T21:30:00Z,46.0
NASA GSFC Rutgers Calib. N8,2026-09-08T21:56:45Z,16.08
New Delhi,2026-09-08T22:30:00Z,41.0
NASA GSFC Rutgers Calib. N8,2026-09-08T23:06:38Z,14.55
New Delhi,2026-09-08T23:30:00Z,28.0
NASA GSFC Rutgers Calib. N8,2026-09-08T23:59:12Z,14.53
New Delhi,2026-09-09T00:30:00Z,21.0
New Delhi,2026-09-09T01:30:00Z,25.0
NASA GSFC Rutgers Calib. N8,2026-09-09T02:01:33Z,21.44
New Delhi,2026-09-09T03:30:00Z,22.0
New Delhi,2026-09-09T04:30:00Z,31.0
NASA GSFC Rutgers Calib. N8,2026-09-09T07:50:43Z,12.94
NASA GSFC Rutgers Calib. N8,2026-09-09T09:00:29Z,13.25
NASA GSFC Rutgers Calib. N8,2026-09-09T11:55:02Z,14.61
