latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
19.28973,83.57472,333.13,0.44,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,290.5,5.96,D
18.4508,83.93738,334.66,0.43,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,294.52,3.75,D
17.90625,82.63495,335.01,0.54,0.68,2026-05-29,657,N21,VIIRS,n,2.0NRT,292.94,4.81,D
17.60901,83.20382,331.29,0.5,0.66,2026-05-29,657,N21,VIIRS,n,2.0NRT,293.0,4.04,D
16.74949,81.92876,332.26,0.63,0.72,2026-05-29,657,N21,VIIRS,n,2.0NRT,288.75,9.43,D
18.09202,82.23085,342.34,0.57,0.69,2026-05-29,657,N21,VIIRS,n,2.0NRT,291.39,15.01,D
18.09521,82.22584,336.87,0.57,0.69,2026-05-29,657,N21,VIIRS,n,2.0NRT,291.65,14.46,D
18.75744,83.81348,345.43,0.44,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,294.21,5.24,D
18.76904,83.84037,330.27,0.43,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,293.91,4.53,D
18.77462,83.83907,334.77,0.43,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,294.56,4.53,D
18.77231,83.83923,345.31,0.43,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,294.76,8.99,D
18.89842,83.78191,331.06,0.43,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,293.51,3.89,D
19.08185,83.63675,330.64,0.44,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,291.12,2.81,D
18.8978,83.77901,331.39,0.43,0.62,2026-05-29,657,N21,VIIRS,n,2.0NRT,293.54,3.89,D
21.91419,83.05415,333.3,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.94,2.67,D
21.92298,82.96421,330.54,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.13,3.3,D
21.92208,82.96021,336.29,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.87,3.6,D
21.92118,82.95619,334.14,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.22,3.6,D
21.91037,82.90811,342.76,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.33,4.91,D
21.91591,82.90674,331.29,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.14,3.73,D
21.63052,81.57894,335.16,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.39,3.16,D
21.62937,81.574,333.46,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.29,5.42,D
21.59347,81.39258,336.0,0.54,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.07,5.4,D
21.95362,82.91862,335.26,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.32,3.95,D
21.95648,82.90523,367.0,0.43,0.62,2026-05-29,659,N21,VIIRS,h,2.0NRT,301.74,15.5,D
21.98761,83.01951,336.23,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.12,4.15,D
21.96203,82.90389,338.67,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.95,3.61,D
21.98216,82.91579,355.06,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.01,8.68,D
21.97504,82.99232,331.34,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.35,1.58,D
21.95587,82.90864,341.15,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.97,6.04,D
21.95495,82.90462,339.75,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.93,6.04,D
21.98776,83.02256,346.08,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.45,5.57,D
21.96049,82.90331,348.4,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.2,6.04,D
21.98075,82.91524,350.93,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.47,7.84,D
21.98629,82.9139,349.7,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.52,7.84,D
21.95499,82.75075,333.59,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.65,3.57,D
21.95406,82.74664,336.93,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.08,4.57,D
21.76233,81.75636,332.57,0.51,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.95,3.04,D
21.76122,81.75159,333.93,0.51,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.25,3.04,D
21.76827,81.75486,334.91,0.51,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.83,3.04,D
21.76717,81.7501,334.73,0.51,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.46,3.04,D
21.81715,81.85785,367.0,0.5,0.66,2026-05-29,659,N21,VIIRS,h,2.0NRT,300.36,28.85,D
21.81607,81.85317,367.0,0.5,0.66,2026-05-29,659,N21,VIIRS,h,2.0NRT,298.4,21.63,D
21.82305,81.85638,367.0,0.5,0.66,2026-05-29,659,N21,VIIRS,h,2.0NRT,300.42,22.51,D
21.92552,82.30546,334.87,0.47,0.64,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.35,4.16,D
21.82198,81.8517,350.59,0.5,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.95,14.54,D
22.06484,82.8736,332.14,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.27,2.44,D
21.95339,82.3216,333.79,0.47,0.64,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.38,4.23,D
21.85093,81.8692,335.88,0.5,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.1,1.33,D
21.82018,81.85723,367.0,0.5,0.66,2026-05-29,659,N21,VIIRS,h,2.0NRT,301.95,46.85,D
21.81907,81.85255,367.0,0.5,0.66,2026-05-29,659,N21,VIIRS,h,2.0NRT,299.47,12.95,D
21.9256,82.30502,335.94,0.47,0.64,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.34,4.03,D
21.81797,81.84789,332.26,0.5,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,293.53,12.95,D
22.06309,82.87296,336.03,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.79,3.15,D
21.82498,81.85111,342.78,0.5,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.62,12.95,D
21.95362,82.32115,333.68,0.47,0.64,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.28,3.5,D
21.85408,81.86858,332.75,0.5,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.54,2.23,D
21.91893,81.96004,330.5,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.26,1.79,D
22.1287,82.85301,331.92,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.62,4.34,D
21.94015,81.99836,367.0,0.49,0.65,2026-05-29,659,N21,VIIRS,h,2.0NRT,300.6,10.54,D
21.99726,82.03243,334.64,0.48,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.85,1.48,D
21.66783,80.76984,331.79,0.59,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.5,6.2,D
21.99646,82.03454,335.97,0.48,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.75,5.1,D
22.06428,81.95452,336.26,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.72,9.74,D
22.06322,81.94991,339.68,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.18,7.17,D
21.95236,81.46987,340.02,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.0,3.57,D
22.0616,81.9511,346.65,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.46,8.59,D
21.95358,81.47098,339.33,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.77,4.89,D
22.07613,81.85487,343.74,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.98,8.7,D
22.466,83.17102,330.26,0.4,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.97,1.91,D
25.06722,94.06885,332.19,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.81,3.39,D
23.06649,83.04993,334.19,0.4,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.37,5.25,D
24.99816,93.34607,334.47,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.19,4.04,D
23.77718,83.16698,333.94,0.38,0.58,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.12,1.92,D
23.21329,79.85227,331.38,0.62,0.72,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.87,1.94,D
25.98154,93.69712,331.91,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.73,4.3,D
23.97532,82.54881,330.7,0.41,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.35,4.11,D
26.05212,93.69279,334.44,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.93,3.05,D
23.97577,82.54801,332.31,0.41,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.25,2.23,D
23.31459,79.65598,330.82,0.64,0.72,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.5,3.79,D
25.94695,92.57681,330.2,0.38,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.57,2.11,D
26.12553,93.65932,334.49,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.25,7.26,D
23.4092,79.70477,332.6,0.63,0.72,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.26,5.32,D
26.22635,93.72192,334.74,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.5,5.7,D
26.24039,93.79554,331.14,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.68,2.74,D
26.22513,93.68999,337.37,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.38,15.56,D
24.20286,82.7116,340.21,0.39,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,305.83,8.56,D
23.44456,79.37681,332.31,0.66,0.73,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.33,7.33,D
26.2447,93.61409,335.07,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.81,4.45,D
26.28231,93.64013,331.93,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.6,7.85,D
26.29339,93.64623,340.27,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.93,12.61,D
26.29945,93.64096,333.9,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.33,5.22,D
23.44818,79.37255,334.71,0.66,0.73,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.82,5.97,D
26.30729,93.67169,342.14,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.61,5.72,D
26.31229,93.68276,331.64,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.74,6.06,D
26.32517,93.74838,341.3,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.45,25.32,D
26.32456,93.72053,333.68,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.0,2.58,D
26.33402,93.73886,347.6,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.08,8.42,D
26.33177,93.72328,332.85,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.96,3.73,D
26.32273,93.66074,331.56,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.87,5.22,D
26.33735,93.73827,333.11,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.62,4.46,D
26.33398,93.71496,341.16,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.22,12.31,D
26.3445,93.71703,332.66,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.69,3.79,D
26.34393,93.7131,332.09,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.03,3.79,D
26.34724,93.71243,339.01,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.09,5.52,D
26.3567,93.73071,330.82,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.08,1.36,D
26.36231,93.74585,331.48,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.53,1.7,D
26.41785,93.68422,331.99,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.43,5.6,D
26.38056,93.40415,331.33,0.39,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.51,3.53,D
23.52815,78.69065,331.15,0.72,0.76,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.07,3.49,D
23.83833,79.80666,349.55,0.61,0.71,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.79,7.83,D
23.84465,79.80486,335.58,0.61,0.71,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.55,7.83,D
23.8402,79.80773,349.64,0.61,0.71,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.59,16.24,D
23.72609,78.41106,330.87,0.75,0.77,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.67,8.49,D
26.88653,93.9957,337.6,0.4,0.37,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.11,3.71,D
23.99025,79.29224,367.0,0.65,0.73,2026-05-29,659,N21,VIIRS,h,2.0NRT,307.64,25.92,D
24.5992,81.41518,333.54,0.46,0.64,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.32,4.04,D
24.59954,81.41504,333.56,0.46,0.64,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.52,3.28,D
23.91917,78.67455,333.57,0.71,0.75,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.52,3.88,D
24.55401,81.12386,337.93,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.52,6.26,D
24.49621,80.51698,336.02,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.3,3.46,D
24.18627,79.36236,333.67,0.63,0.72,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.23,5.09,D
24.4974,80.51786,339.11,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.47,2.54,D
24.61978,80.6272,334.16,0.52,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.61,3.13,D
27.37816,95.33356,335.07,0.44,0.38,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.31,7.14,D
24.63142,80.59034,331.73,0.52,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.37,2.99,D
24.76305,80.9504,354.93,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.57,17.66,D
24.75665,80.84585,341.93,0.5,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,293.18,5.89,D
24.75992,80.84454,338.88,0.5,0.66,2026-05-29,659,N21,VIIRS,n,2.0NRT,293.54,6.34,D
24.18252,78.14433,334.09,0.76,0.77,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.72,7.46,D
24.1812,78.14271,338.46,0.75,0.77,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.93,6.67,D
27.30187,92.57574,338.04,0.38,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.18,3.62,D
27.46251,92.49355,339.83,0.38,0.36,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.85,6.71,D
28.08619,95.42469,343.14,0.45,0.39,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.72,11.79,D
24.99917,78.94468,342.16,0.64,0.72,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.72,5.4,D
25.69158,78.0114,333.34,0.71,0.75,2026-05-29,659,N21,VIIRS,n,2.0NRT,292.44,5.69,D
21.77901,82.78456,344.21,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.62,22.11,D
21.77716,82.77634,349.88,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,304.33,5.98,D
21.77341,82.73351,339.73,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.69,5.65,D
21.84112,82.98306,337.07,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.36,2.15,D
21.85482,82.99228,348.94,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.47,5.1,D
21.85394,82.9883,333.24,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.35,5.1,D
21.80883,82.7859,336.26,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.92,2.94,D
21.86211,82.99892,341.31,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.87,2.13,D
21.90697,83.14967,338.37,0.41,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,292.78,3.27,D
21.93523,83.25235,330.2,0.41,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.07,2.15,D
21.85651,82.89455,332.82,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.18,3.74,D
21.8731,83.02662,334.23,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.56,2.62,D
21.90715,83.15065,330.3,0.41,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,292.15,2.98,D
21.9361,83.25301,330.16,0.41,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.48,1.82,D
21.33835,82.15466,338.49,0.49,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,304.34,7.52,D
21.7574,84.02439,331.66,0.37,0.58,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.43,3.3,D
21.74618,83.94658,336.22,0.37,0.58,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.38,4.28,D
21.16059,81.24163,331.03,0.57,0.69,2026-05-29,659,N21,VIIRS,l,2.0NRT,303.62,2.35,D
21.3439,82.15999,332.4,0.49,0.65,2026-05-29,659,N21,VIIRS,l,2.0NRT,304.04,2.27,D
21.58095,82.98135,335.82,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.97,1.73,D
21.58004,82.97731,334.6,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.37,4.98,D
21.57822,82.96924,330.85,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.7,1.6,D
21.7819,83.8346,335.56,0.38,0.58,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.96,5.32,D
21.67867,83.28889,338.18,0.41,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.3,6.09,D
21.70421,83.27465,333.36,0.41,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.94,3.57,D
21.7031,83.16455,340.79,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.61,8.35,D
21.70224,83.16064,349.72,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.23,8.35,D
21.70139,83.15672,335.68,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.06,5.19,D
21.70255,83.16409,344.08,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.98,7.17,D
21.70167,83.16019,345.52,0.42,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.43,7.17,D
20.93221,79.80676,331.02,0.71,0.75,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.82,4.13,D
21.71102,82.99534,334.84,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.33,2.23,D
21.77003,83.23362,334.42,0.41,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.29,5.76,D
21.71656,82.99398,335.6,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.76,2.32,D
21.70519,82.8646,333.84,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.5,3.96,D
21.3577,81.31852,346.84,0.56,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,304.81,6.64,D
21.81698,83.18575,336.72,0.41,0.61,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.97,3.4,D
21.95555,83.79967,339.48,0.37,0.58,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.1,2.93,D
21.84761,83.29984,343.49,0.41,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.93,6.34,D
21.36274,81.31731,335.15,0.55,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.15,1.6,D
21.74726,82.90417,334.02,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.41,2.04,D
21.95493,83.80118,333.11,0.37,0.58,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.2,4.34,D
21.8481,83.2978,336.03,0.41,0.6,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.35,3.75,D
21.76671,82.91225,367.0,0.43,0.62,2026-05-29,659,N21,VIIRS,h,2.0NRT,295.65,10.38,D
21.71709,82.69471,330.46,0.45,0.63,2026-05-29,659,N21,VIIRS,l,2.0NRT,302.08,3.56,D
21.70557,82.64438,333.64,0.45,0.63,2026-05-29,659,N21,VIIRS,n,2.0NRT,302.21,2.57,D
21.44093,81.45505,335.38,0.54,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,304.51,4.59,D
21.77434,82.79006,334.44,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.23,4.16,D
21.77249,82.78186,334.03,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.11,2.07,D
21.77994,82.78867,367.0,0.44,0.62,2026-05-29,659,N21,VIIRS,h,2.0NRT,308.22,22.11,D
21.77809,82.78046,333.64,0.44,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.63,5.98,D
30.863,77.09549,332.96,0.6,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.21,12.5,D
30.82369,76.90648,330.61,0.61,0.71,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.51,2.99,D
30.97119,76.16418,331.27,0.67,0.73,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.68,5.34,D
31.32367,77.03985,335.98,0.59,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.76,14.26,D
31.03495,76.08239,332.27,0.67,0.74,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.24,5.0,D
31.32085,77.04172,336.82,0.58,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.45,12.95,D
31.01716,75.61771,336.68,0.71,0.75,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.8,5.24,D
20.40801,81.9024,334.47,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.09,8.48,D
29.94299,76.18317,330.08,0.71,0.75,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.37,3.91,D
30.8011,77.35886,336.28,0.58,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.36,12.26,D
30.80673,77.35486,330.18,0.58,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.47,18.7,D
30.81959,77.35281,367.0,0.58,0.7,2026-05-29,659,N21,VIIRS,h,2.0NRT,296.22,37.4,D
30.81846,77.34864,351.12,0.58,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.18,37.4,D
30.82552,77.34993,330.91,0.58,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,291.92,5.99,D
30.82344,77.35371,367.0,0.58,0.7,2026-05-29,659,N21,VIIRS,h,2.0NRT,295.74,59.62,D
30.822,77.34849,349.73,0.58,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,293.28,50.97,D
30.83912,77.19082,332.34,0.59,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.65,5.68,D
30.86887,77.10143,367.0,0.6,0.7,2026-05-29,659,N21,VIIRS,h,2.0NRT,295.59,32.99,D
30.82192,76.90483,331.54,0.61,0.71,2026-05-29,659,N21,VIIRS,n,2.0NRT,296.52,2.24,D
30.8652,77.10335,367.0,0.6,0.7,2026-05-29,659,N21,VIIRS,h,2.0NRT,297.06,26.04,D
30.86786,77.11286,335.92,0.59,0.7,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.64,12.39,D
20.96136,85.19014,332.25,0.32,0.55,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.77,4.06,D
20.95545,85.01359,330.1,0.33,0.55,2026-05-29,659,N21,VIIRS,n,2.0NRT,293.76,3.95,D
20.26998,81.8343,337.27,0.54,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,300.74,5.29,D
20.26882,81.82923,336.5,0.54,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,299.34,5.29,D
20.2749,81.8277,330.25,0.54,0.68,2026-05-29,659,N21,VIIRS,l,2.0NRT,301.55,12.33,D
20.40731,81.90218,336.24,0.53,0.67,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.3,6.58,D
20.13396,80.66535,332.37,0.65,0.73,2026-05-29,659,N21,VIIRS,n,2.0NRT,293.15,5.3,D
19.86265,79.40785,330.13,0.79,0.78,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.31,9.06,D
19.86084,79.40034,335.17,0.79,0.78,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.45,9.06,D
28.84988,79.83835,336.05,0.46,0.64,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.83,2.69,D
19.44102,83.63319,334.38,0.43,0.62,2026-05-29,659,N21,VIIRS,n,2.0NRT,291.43,3.67,D
19.45765,83.35544,331.04,0.45,0.63,2026-05-29,659,N21,VIIRS,n,2.0NRT,295.12,3.02,D
19.53654,83.24264,344.6,0.46,0.63,2026-05-29,659,N21,VIIRS,n,2.0NRT,290.69,5.62,D
19.53694,83.23938,345.4,0.46,0.63,2026-05-29,659,N21,VIIRS,n,2.0NRT,290.47,6.25,D
19.04466,79.86272,330.14,0.77,0.77,2026-05-29,659,N21,VIIRS,n,2.0NRT,288.56,6.42,D
19.04291,79.86225,331.47,0.77,0.77,2026-05-29,659,N21,VIIRS,n,2.0NRT,288.31,9.23,D
20.94977,86.04978,330.44,0.56,0.52,2026-05-29,659,N21,VIIRS,n,2.0NRT,284.89,5.46,D
20.79687,85.25323,338.44,0.32,0.54,2026-05-29,659,N21,VIIRS,n,2.0NRT,294.17,4.53,D
20.88653,84.98271,336.4,0.33,0.55,2026-05-29,659,N21,VIIRS,n,2.0NRT,292.97,4.47,D
20.88597,84.98147,331.14,0.33,0.55,2026-05-29,659,N21,VIIRS,n,2.0NRT,292.78,4.67,D
20.35205,81.4994,333.94,0.57,0.69,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.32,2.97,D
19.85938,79.40535,354.34,0.79,0.78,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.02,15.43,D
20.50055,81.41615,337.83,0.57,0.69,2026-05-29,659,N21,VIIRS,n,2.0NRT,298.51,7.41,D
20.83088,82.46111,334.53,0.48,0.65,2026-05-29,659,N21,VIIRS,n,2.0NRT,303.34,5.36,D
20.16693,79.53069,348.86,0.77,0.77,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.73,21.74,D
20.16515,79.52341,346.65,0.77,0.77,2026-05-29,659,N21,VIIRS,n,2.0NRT,297.31,21.74,D
20.67734,81.65163,335.5,0.55,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.36,3.67,D
20.69043,81.6805,351.63,0.54,0.68,2026-05-29,659,N21,VIIRS,n,2.0NRT,301.91,8.17,D
