latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
21.48922,80.44352,334.54,0.33,0.55,2026-06-04,826,N21,VIIRS,n,2.0NRT,301.9,1.88,D
20.67692,73.68275,342.5,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.7,9.28,D
20.67867,73.67073,341.13,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,309.9,12.34,D
21.1275,76.99803,344.2,0.39,0.44,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.97,7.95,D
20.65919,73.40169,332.86,0.4,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,302.02,3.86,D
20.76096,74.10512,339.56,0.42,0.38,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.14,5.02,D
21.70713,82.48296,332.98,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.32,6.81,D
21.472,79.68331,338.46,0.58,0.52,2026-06-04,826,N21,VIIRS,n,2.0NRT,300.86,8.17,D
21.71946,82.10197,345.42,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,292.93,6.43,D
21.68105,81.68553,348.34,0.39,0.6,2026-06-04,826,N21,VIIRS,n,2.0NRT,296.44,6.34,D
21.45202,79.36002,341.29,0.55,0.51,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.78,14.84,D
21.29601,77.96752,345.64,0.45,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,310.99,19.09,D
21.80632,82.67963,334.09,0.46,0.64,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.35,5.62,D
20.97036,75.20101,346.66,0.47,0.4,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.53,14.74,D
21.35012,78.1691,342.96,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.62,10.21,D
21.80584,82.67879,337.37,0.46,0.64,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.39,7.84,D
21.7726,81.8929,339.07,0.41,0.6,2026-06-04,826,N21,VIIRS,n,2.0NRT,296.52,4.85,D
21.76475,81.74419,337.03,0.4,0.6,2026-06-04,826,N21,VIIRS,n,2.0NRT,298.99,6.41,D
21.77026,81.74358,342.21,0.4,0.6,2026-06-04,826,N21,VIIRS,n,2.0NRT,299.04,6.08,D
21.92141,83.35155,337.3,0.51,0.66,2026-06-04,826,N21,VIIRS,n,2.0NRT,296.19,7.97,D
21.11767,75.61182,340.91,0.49,0.4,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.61,10.28,D
21.88091,82.46315,346.77,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,297.21,12.11,D
21.90709,82.69083,336.98,0.46,0.64,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.6,8.63,D
21.9067,82.68635,339.84,0.46,0.64,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.65,8.63,D
21.88012,82.38995,338.26,0.44,0.62,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.68,10.97,D
21.9593,83.22004,337.15,0.5,0.66,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.84,5.72,D
21.91014,82.65887,333.75,0.46,0.64,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.56,7.9,D
21.91861,82.62205,333.0,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,292.69,3.91,D
21.92205,82.59524,333.93,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,293.82,6.4,D
21.92587,82.57274,342.86,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.28,7.76,D
21.92547,82.56837,339.72,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.92,7.76,D
21.88432,82.12411,355.68,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,299.27,9.73,D
21.93248,82.58088,334.14,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.58,8.8,D
21.93208,82.57649,342.92,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.68,8.8,D
21.93167,82.57212,348.35,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.21,7.76,D
21.95494,83.21738,336.81,0.5,0.66,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.21,6.67,D
21.85956,82.06128,330.73,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.83,7.15,D
21.42908,77.7058,336.83,0.43,0.46,2026-06-04,826,N21,VIIRS,l,2.0NRT,310.65,7.24,D
21.92233,82.59607,332.22,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,293.79,5.72,D
21.92666,82.57791,335.52,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.36,7.51,D
21.92629,82.57351,341.66,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.35,8.42,D
21.92593,82.56913,344.23,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.06,8.42,D
21.88775,82.12405,339.06,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,297.75,3.74,D
21.93284,82.58164,337.76,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.63,7.51,D
21.9321,82.57288,351.14,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.99,8.42,D
21.76219,80.64269,334.88,0.34,0.56,2026-06-04,826,N21,VIIRS,n,2.0NRT,301.33,2.92,D
21.16203,75.35155,338.82,0.48,0.4,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.26,3.54,D
22.03822,83.72596,334.84,0.54,0.68,2026-06-04,826,N21,VIIRS,n,2.0NRT,293.85,8.34,D
21.94521,82.58913,335.11,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.46,6.74,D
21.98093,82.94196,332.2,0.48,0.65,2026-06-04,826,N21,VIIRS,n,2.0NRT,295.12,3.5,D
22.01856,82.62174,335.9,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.93,6.59,D
22.02279,82.60336,330.64,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,293.0,4.3,D
21.98849,82.04322,347.96,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,300.09,11.35,D
21.98812,82.0392,338.38,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,299.24,8.91,D
22.01838,82.62309,335.28,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.57,8.85,D
22.01801,82.61861,335.5,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.6,5.8,D
21.98655,82.04392,345.67,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,299.64,10.08,D
21.9862,82.03989,340.38,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,299.04,9.44,D
22.0768,82.97135,336.97,0.48,0.65,2026-06-04,826,N21,VIIRS,n,2.0NRT,292.48,3.61,D
22.08275,82.9706,330.65,0.48,0.65,2026-06-04,826,N21,VIIRS,n,2.0NRT,292.61,3.61,D
22.0498,82.50865,330.66,0.45,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,292.97,4.11,D
21.52575,76.78063,343.09,0.38,0.43,2026-06-04,826,N21,VIIRS,n,2.0NRT,302.67,3.76,D
21.25794,74.62885,341.61,0.44,0.39,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.64,14.57,D
21.25737,74.62458,343.36,0.44,0.39,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.75,15.03,D
21.14773,73.81554,343.37,0.42,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.84,8.05,D
22.13821,82.23869,333.83,0.43,0.62,2026-06-04,826,N21,VIIRS,n,2.0NRT,298.18,2.86,D
22.16528,82.15554,331.13,0.43,0.62,2026-06-04,826,N21,VIIRS,n,2.0NRT,293.2,4.51,D
22.16491,82.1514,340.14,0.43,0.62,2026-06-04,826,N21,VIIRS,n,2.0NRT,294.65,4.51,D
22.16347,82.0724,339.47,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,293.84,4.89,D
20.90872,71.46059,335.07,0.38,0.36,2026-06-04,826,N21,VIIRS,l,2.0NRT,308.13,1.91,D
21.69178,77.25754,331.63,0.41,0.45,2026-06-04,826,N21,VIIRS,l,2.0NRT,303.39,1.37,D
21.10209,72.63516,347.47,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.81,12.42,D
21.10704,72.6458,340.79,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.41,6.02,D
22.20265,81.89709,335.51,0.41,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,297.77,4.58,D
21.8026,77.85246,336.63,0.45,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.41,3.39,D
22.33155,82.57268,332.37,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,292.47,4.19,D
21.88103,78.15417,344.12,0.47,0.48,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.55,6.39,D
21.87276,78.08252,337.5,0.46,0.47,2026-06-04,826,N21,VIIRS,l,2.0NRT,308.04,5.1,D
21.87093,78.02881,339.89,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,309.11,6.85,D
21.87043,78.02444,342.5,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.42,6.96,D
22.33149,82.57333,331.39,0.46,0.63,2026-06-04,826,N21,VIIRS,n,2.0NRT,292.05,6.22,D
21.90694,78.0975,334.01,0.47,0.47,2026-06-04,826,N21,VIIRS,l,2.0NRT,307.9,4.87,D
22.35542,82.30203,345.47,0.44,0.62,2026-06-04,826,N21,VIIRS,n,2.0NRT,301.43,7.9,D
21.05958,70.90028,334.56,0.39,0.36,2026-06-04,826,N21,VIIRS,l,2.0NRT,304.28,7.39,D
21.36954,72.65178,340.93,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.39,3.32,D
21.66675,74.63493,338.04,0.45,0.39,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.86,9.28,D
22.11866,78.03119,336.69,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.04,4.93,D
21.86024,75.8327,340.05,0.51,0.41,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.64,9.49,D
21.98684,76.12765,343.92,0.53,0.42,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.67,11.7,D
21.98467,76.12558,343.24,0.53,0.42,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.26,12.17,D
22.22515,77.90572,345.01,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.01,7.28,D
21.6577,73.09246,338.32,0.4,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.04,3.88,D
22.0762,76.01319,349.41,0.53,0.42,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.42,8.88,D
22.07556,76.00813,337.31,0.53,0.42,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.24,8.88,D
22.20816,76.92834,331.89,0.4,0.44,2026-06-04,826,N21,VIIRS,l,2.0NRT,303.59,1.25,D
22.00407,75.20248,346.04,0.48,0.4,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.88,12.11,D
22.2252,76.86357,337.55,0.39,0.44,2026-06-04,826,N21,VIIRS,n,2.0NRT,302.54,2.68,D
22.25044,76.90291,340.82,0.4,0.44,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.68,3.43,D
21.93589,74.35551,343.12,0.44,0.38,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.33,12.1,D
22.38714,77.92287,340.54,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.04,9.86,D
21.87072,73.85554,335.65,0.42,0.38,2026-06-04,826,N21,VIIRS,l,2.0NRT,306.93,6.72,D
21.85248,73.60023,338.06,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.68,6.53,D
21.71503,72.64402,337.72,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.4,2.8,D
22.12961,75.45885,340.13,0.5,0.41,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.89,10.1,D
21.84652,73.23215,336.7,0.4,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.02,7.63,D
22.39308,76.95401,344.38,0.4,0.44,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.17,8.18,D
21.93633,73.35308,336.78,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.46,3.15,D
21.94904,73.28719,334.87,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.61,2.27,D
21.89555,72.88544,336.07,0.4,0.37,2026-06-04,826,N21,VIIRS,l,2.0NRT,306.75,1.0,D
22.55952,77.78167,339.15,0.45,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,302.82,2.53,D
22.56383,77.78112,333.18,0.45,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,300.91,2.53,D
22.02177,73.26328,337.31,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.39,2.57,D
22.50606,76.89233,331.6,0.4,0.44,2026-06-04,826,N21,VIIRS,n,2.0NRT,299.4,0.76,D
22.02149,72.72095,335.94,0.39,0.37,2026-06-04,826,N21,VIIRS,l,2.0NRT,306.61,6.29,D
22.69459,77.91059,342.51,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.22,7.53,D
22.61992,77.19009,334.0,0.42,0.45,2026-06-04,826,N21,VIIRS,n,2.0NRT,302.53,2.7,D
22.65985,77.31311,346.47,0.42,0.46,2026-06-04,826,N21,VIIRS,n,2.0NRT,300.41,7.84,D
22.66143,77.31355,344.72,0.43,0.46,2026-06-04,826,N21,VIIRS,n,2.0NRT,300.33,6.57,D
22.20475,73.43983,340.84,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.36,8.73,D
22.83221,77.42208,336.5,0.43,0.46,2026-06-04,826,N21,VIIRS,n,2.0NRT,301.6,3.14,D
22.83173,77.41792,331.28,0.43,0.46,2026-06-04,826,N21,VIIRS,l,2.0NRT,302.65,3.14,D
23.12511,79.37127,346.75,0.58,0.52,2026-06-04,826,N21,VIIRS,n,2.0NRT,302.12,27.39,D
23.26946,80.43788,332.81,0.34,0.56,2026-06-04,826,N21,VIIRS,n,2.0NRT,299.43,1.08,D
22.60821,74.09027,335.56,0.44,0.38,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.54,7.88,D
23.24193,79.52345,334.51,0.6,0.53,2026-06-04,826,N21,VIIRS,n,2.0NRT,301.53,4.83,D
22.55376,73.40911,338.62,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.2,6.24,D
23.4109,80.58629,335.61,0.35,0.57,2026-06-04,826,N21,VIIRS,n,2.0NRT,297.96,1.63,D
23.28953,78.11152,331.22,0.48,0.48,2026-06-04,826,N21,VIIRS,l,2.0NRT,303.75,1.53,D
23.23258,77.58604,334.5,0.45,0.47,2026-06-04,826,N21,VIIRS,l,2.0NRT,306.3,2.86,D
22.59114,72.43514,338.54,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.22,3.09,D
23.36287,77.73515,339.75,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,309.15,8.43,D
23.36025,77.73327,342.35,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,309.18,6.49,D
22.86255,73.16534,341.88,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,310.15,19.88,D
22.4646,70.15841,340.39,0.39,0.36,2026-06-04,826,N21,VIIRS,l,2.0NRT,307.85,7.3,D
23.63879,78.7933,335.11,0.54,0.51,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.04,4.47,D
22.99229,72.76807,338.73,0.4,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.3,3.87,D
22.69296,70.6963,339.85,0.39,0.36,2026-06-04,826,N21,VIIRS,l,2.0NRT,309.29,8.69,D
23.6796,77.92198,336.37,0.48,0.48,2026-06-04,826,N21,VIIRS,l,2.0NRT,306.38,4.75,D
23.8668,78.44221,340.72,0.52,0.5,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.76,10.36,D
23.86732,78.4394,340.69,0.52,0.5,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.21,9.02,D
23.29181,72.95887,336.42,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.65,3.68,D
22.93033,70.10719,335.51,0.39,0.36,2026-06-04,826,N21,VIIRS,l,2.0NRT,309.89,6.84,D
24.05406,78.44972,339.81,0.52,0.5,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.06,11.66,D
23.99956,77.21729,342.34,0.44,0.46,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.76,5.56,D
23.99908,77.21304,342.33,0.44,0.46,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.48,5.56,D
24.26108,79.41776,336.82,0.6,0.53,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.17,8.92,D
24.52725,81.56919,337.11,0.42,0.61,2026-06-04,826,N21,VIIRS,n,2.0NRT,297.77,6.1,D
24.40902,79.61822,332.62,0.62,0.54,2026-06-04,826,N21,VIIRS,l,2.0NRT,303.25,6.67,D
23.73605,73.56151,335.97,0.43,0.38,2026-06-04,826,N21,VIIRS,l,2.0NRT,306.13,4.28,D
23.64657,72.07784,336.99,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.6,7.64,D
23.64601,72.07404,336.45,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.61,6.21,D
23.67977,72.0955,338.8,0.39,0.36,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.69,5.21,D
24.74955,80.00233,336.16,0.33,0.56,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.57,9.08,D
23.95472,72.81125,339.25,0.41,0.37,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.15,7.92,D
24.72299,79.29292,345.13,0.6,0.53,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.17,8.27,D
24.99008,78.59834,335.3,0.55,0.51,2026-06-04,826,N21,VIIRS,n,2.0NRT,304.67,3.96,D
24.95308,78.14284,346.02,0.51,0.49,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.78,7.25,D
24.64033,73.90024,339.55,0.45,0.39,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.52,7.92,D
25.26584,79.2906,342.02,0.61,0.53,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.3,23.27,D
25.71793,80.73438,337.15,0.38,0.59,2026-06-04,826,N21,VIIRS,n,2.0NRT,301.82,3.87,D
25.73546,79.88376,335.82,0.34,0.56,2026-06-04,826,N21,VIIRS,n,2.0NRT,303.28,2.9,D
25.60477,78.14724,337.67,0.52,0.5,2026-06-04,826,N21,VIIRS,n,2.0NRT,306.05,7.17,D
25.35843,72.96638,338.31,0.42,0.38,2026-06-04,826,N21,VIIRS,n,2.0NRT,308.03,4.99,D
25.38724,73.02652,341.68,0.42,0.38,2026-06-04,826,N21,VIIRS,n,2.0NRT,309.76,3.87,D
26.20642,79.09182,337.63,0.61,0.53,2026-06-04,826,N21,VIIRS,l,2.0NRT,308.3,7.31,D
26.44582,77.17857,338.08,0.46,0.47,2026-06-04,826,N21,VIIRS,n,2.0NRT,307.35,6.44,D
26.4619,77.24782,336.45,0.47,0.48,2026-06-04,826,N21,VIIRS,n,2.0NRT,305.96,4.74,D
26.88041,77.19376,351.63,0.47,0.48,2026-06-04,828,N21,VIIRS,n,2.0NRT,305.37,11.22,D
27.39065,81.3907,340.83,0.44,0.62,2026-06-04,828,N21,VIIRS,n,2.0NRT,297.93,4.79,D
28.13658,80.1655,334.49,0.37,0.58,2026-06-04,828,N21,VIIRS,n,2.0NRT,297.51,5.31,D
28.13628,80.16171,334.59,0.37,0.58,2026-06-04,828,N21,VIIRS,n,2.0NRT,297.42,5.31,D
28.16614,80.19696,344.54,0.37,0.58,2026-06-04,828,N21,VIIRS,n,2.0NRT,296.54,8.99,D
28.2673,80.85215,332.58,0.41,0.61,2026-06-04,828,N21,VIIRS,n,2.0NRT,291.03,2.55,D
28.27396,80.22018,333.98,0.38,0.58,2026-06-04,828,N21,VIIRS,n,2.0NRT,296.97,4.06,D
28.26746,80.14011,342.24,0.37,0.58,2026-06-04,828,N21,VIIRS,n,2.0NRT,294.9,4.67,D
28.27697,80.0593,338.75,0.37,0.58,2026-06-04,828,N21,VIIRS,n,2.0NRT,298.02,5.28,D
28.27561,80.05917,341.36,0.37,0.58,2026-06-04,828,N21,VIIRS,n,2.0NRT,298.42,5.88,D
27.54202,71.58337,343.51,0.4,0.37,2026-06-04,828,N21,VIIRS,n,2.0NRT,308.2,2.54,D
29.19164,79.42941,349.23,0.34,0.56,2026-06-04,828,N21,VIIRS,n,2.0NRT,297.08,15.55,D
29.19137,79.42594,346.7,0.34,0.56,2026-06-04,828,N21,VIIRS,n,2.0NRT,296.98,7.61,D
29.19655,79.42536,344.32,0.34,0.56,2026-06-04,828,N21,VIIRS,n,2.0NRT,296.39,7.61,D
29.23467,73.08796,342.6,0.46,0.39,2026-06-04,828,N21,VIIRS,n,2.0NRT,310.23,12.77,D
30.14581,76.5714,337.85,0.47,0.48,2026-06-04,828,N21,VIIRS,n,2.0NRT,305.83,11.23,D
30.5035,76.76624,344.93,0.49,0.49,2026-06-04,828,N21,VIIRS,n,2.0NRT,308.5,10.49,D
30.50402,75.28072,345.77,0.4,0.45,2026-06-04,828,N21,VIIRS,n,2.0NRT,310.16,11.04,D
30.5081,75.28013,346.4,0.4,0.45,2026-06-04,828,N21,VIIRS,n,2.0NRT,310.82,11.04,D
31.1034,75.95637,337.68,0.45,0.47,2026-06-04,828,N21,VIIRS,n,2.0NRT,307.53,6.65,D
31.0913,75.70097,335.05,0.43,0.46,2026-06-04,828,N21,VIIRS,n,2.0NRT,304.5,3.69,D
31.12511,76.00107,334.37,0.45,0.47,2026-06-04,828,N21,VIIRS,l,2.0NRT,305.83,5.98,D
31.39072,76.03687,342.52,0.46,0.47,2026-06-04,828,N21,VIIRS,n,2.0NRT,306.14,3.24,D
31.66349,76.18393,337.31,0.47,0.48,2026-06-04,828,N21,VIIRS,l,2.0NRT,308.32,4.54,D
31.66411,76.18261,333.24,0.47,0.48,2026-06-04,828,N21,VIIRS,l,2.0NRT,308.13,4.53,D
31.66163,75.4934,342.1,0.43,0.46,2026-06-04,828,N21,VIIRS,n,2.0NRT,306.42,9.14,D
31.77073,76.18652,330.02,0.47,0.48,2026-06-04,828,N21,VIIRS,l,2.0NRT,304.14,2.33,D
31.83879,76.98927,340.28,0.53,0.5,2026-06-04,828,N21,VIIRS,n,2.0NRT,295.24,7.64,D
31.73047,74.96651,337.36,0.4,0.44,2026-06-04,828,N21,VIIRS,n,2.0NRT,306.41,2.08,D
31.94848,76.41283,331.95,0.49,0.48,2026-06-04,828,N21,VIIRS,n,2.0NRT,301.62,5.3,D
31.76085,74.55592,330.87,0.57,0.43,2026-06-04,828,N21,VIIRS,l,2.0NRT,302.63,4.74,D
31.85135,74.58572,338.91,0.38,0.43,2026-06-04,828,N21,VIIRS,n,2.0NRT,306.89,9.08,D
31.85092,74.58167,341.82,0.38,0.43,2026-06-04,828,N21,VIIRS,n,2.0NRT,306.97,8.16,D
27.02625,81.62049,330.13,0.45,0.63,2026-06-04,828,N21,VIIRS,n,2.0NRT,289.44,5.21,D
31.94386,74.72564,339.54,0.39,0.44,2026-06-04,828,N21,VIIRS,n,2.0NRT,305.87,5.74,D
31.94457,74.72219,335.43,0.39,0.44,2026-06-04,828,N21,VIIRS,n,2.0NRT,303.86,5.73,D
32.16686,76.04146,332.21,0.47,0.47,2026-06-04,828,N21,VIIRS,l,2.0NRT,305.16,1.42,D
32.28719,75.57523,337.98,0.44,0.46,2026-06-04,828,N21,VIIRS,l,2.0NRT,308.36,6.18,D
32.54872,75.92957,336.21,0.46,0.47,2026-06-04,828,N21,VIIRS,n,2.0NRT,300.06,4.01,D
32.6249,76.02463,330.96,0.47,0.48,2026-06-04,828,N21,VIIRS,l,2.0NRT,303.45,6.12,D
32.61372,75.32558,331.54,0.43,0.46,2026-06-04,828,N21,VIIRS,l,2.0NRT,306.03,4.31,D
33.11002,74.77496,332.32,0.41,0.45,2026-06-04,828,N21,VIIRS,n,2.0NRT,300.8,5.2,D
33.11416,74.77477,342.95,0.41,0.45,2026-06-04,828,N21,VIIRS,n,2.0NRT,301.45,5.2,D
33.18567,75.08126,333.42,0.42,0.45,2026-06-04,828,N21,VIIRS,n,2.0NRT,301.27,3.71,D
33.18989,75.0812,343.91,0.42,0.45,2026-06-04,828,N21,VIIRS,n,2.0NRT,302.41,11.67,D
23.83789,84.94784,306.67,0.53,0.67,2026-06-04,1913,N21,VIIRS,n,2.0NRT,286.38,2.47,N
23.82318,84.57003,311.81,0.56,0.69,2026-06-04,1913,N21,VIIRS,n,2.0NRT,288.47,7.81,N
23.68009,86.09374,307.01,0.45,0.63,2026-06-04,1913,N21,VIIRS,n,2.0NRT,269.5,2.21,N
23.6577,85.50813,301.52,0.49,0.65,2026-06-04,1913,N21,VIIRS,n,2.0NRT,280.3,2.14,N
23.6515,85.43515,302.98,0.49,0.65,2026-06-04,1913,N21,VIIRS,n,2.0NRT,279.74,0.97,N
23.64513,85.43921,312.4,0.49,0.65,2026-06-04,1913,N21,VIIRS,n,2.0NRT,280.05,2.11,N
22.81518,86.03949,329.89,0.44,0.62,2026-06-04,1913,N21,VIIRS,n,2.0NRT,286.55,4.99,N
22.79947,86.08924,314.34,0.44,0.62,2026-06-04,1913,N21,VIIRS,n,2.0NRT,288.52,3.48,N
22.79064,86.19465,306.91,0.43,0.62,2026-06-04,1913,N21,VIIRS,n,2.0NRT,288.99,4.43,N
22.78958,86.20729,310.9,0.43,0.62,2026-06-04,1913,N21,VIIRS,n,2.0NRT,288.8,4.24,N
22.81354,86.03708,310.61,0.44,0.62,2026-06-04,1913,N21,VIIRS,n,2.0NRT,285.0,2.61,N
22.81317,86.04128,309.5,0.44,0.62,2026-06-04,1913,N21,VIIRS,n,2.0NRT,284.38,2.61,N
22.79712,86.09103,305.82,0.44,0.62,2026-06-04,1913,N21,VIIRS,n,2.0NRT,287.99,4.29,N
22.5905,85.90386,306.76,0.45,0.63,2026-06-04,1913,N21,VIIRS,n,2.0NRT,286.68,1.05,N
22.57395,85.89365,304.78,0.45,0.63,2026-06-04,1913,N21,VIIRS,n,2.0NRT,287.98,2.09,N
22.57356,85.89806,309.99,0.45,0.63,2026-06-04,1913,N21,VIIRS,n,2.0NRT,288.51,2.09,N
22.36408,87.30021,301.79,0.36,0.57,2026-06-04,1913,N21,VIIRS,n,2.0NRT,284.4,1.0,N
22.36479,87.01699,309.01,0.38,0.58,2026-06-04,1913,N21,VIIRS,n,2.0NRT,283.17,1.75,N
22.20883,84.86109,305.2,0.52,0.67,2026-06-04,1913,N21,VIIRS,n,2.0NRT,285.85,3.45,N
22.00343,82.66623,302.66,0.72,0.75,2026-06-04,1913,N21,VIIRS,n,2.0NRT,283.66,2.68,N
20.95353,85.01192,296.96,0.49,0.65,2026-06-04,1913,N21,VIIRS,n,2.0NRT,269.71,1.34,N
27.37895,95.33433,330.15,0.43,0.38,2026-06-04,1913,N21,VIIRS,n,2.0NRT,291.48,7.71,N
27.37547,95.33375,306.39,0.43,0.38,2026-06-04,1913,N21,VIIRS,n,2.0NRT,290.99,0.85,N
